"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98779";"NOVO SÃO JOAQUIM";26;5;"Senador";5328;17;6;0;23;3905;0;1423;"N";3905;3344;3344;3344;0;0;0;0;0;0;0;0;0;96;465;248;217;0;"19:16:14";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90077";"ALTO GARÇAS";45;7;"Deputado Estadual";8253;31;0;0;31;6213;0;2040;"N";6213;5589;5587;5214;373;373;0;1;1;0;1;1;0;370;254;254;0;0;"15:44:04";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89834";"PARANATINGA";57;6;"Deputado Federal";15656;51;3;0;54;11203;0;4453;"N";11203;10364;10363;9873;490;490;0;1;1;0;0;0;0;513;326;324;2;0;"15:44:29";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98639";"ARAGUAIANA";9;6;"Deputado Federal";3173;10;0;0;10;2339;0;834;"N";2339;2269;2269;2174;95;95;0;0;0;0;0;0;0;37;33;33;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90069";"QUERÊNCIA";53;5;"Senador";15010;42;1;0;43;10741;0;4269;"N";10741;8576;8576;8576;0;0;0;0;0;0;0;0;0;668;1497;641;856;0;"19:37:44";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91049";"SANTA RITA DO TRIVELATO";5;5;"Senador";2338;7;0;0;7;1658;0;680;"N";1658;1292;1292;1292;0;0;0;0;0;0;0;0;0;78;288;107;181;0;"20:02:04";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89877";"ALTA FLORESTA";24;3;"Governador";41455;119;24;0;143;30687;0;10768;"N";30687;26630;26630;26630;0;0;0;0;0;0;0;0;0;1667;2390;2390;0;0;"21:31:32";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98655";"CAMPINÁPOLIS";26;5;"Senador";10210;32;1;0;33;7416;0;2794;"N";7416;4245;4245;4245;0;0;0;0;0;0;0;0;0;249;2922;495;2427;0;"19:38:47";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91332";"PONTE BRANCA";8;5;"Senador";1918;9;0;0;9;1458;0;460;"N";1458;866;866;866;0;0;0;0;0;0;0;0;0;34;558;111;447;0;"18:21:28";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91332";"PONTE BRANCA";8;3;"Governador";1918;9;0;0;9;1458;0;460;"N";1458;1289;1289;1289;0;0;0;0;0;0;0;0;0;29;140;140;0;0;"18:21:28";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";51;6;"Deputado Federal";114050;330;0;0;330;95627;0;18423;"N";95627;86174;86124;82988;3136;3136;0;50;50;0;0;0;0;5628;3825;3820;5;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90247";"SÃO JOSÉ DO XINGU";28;5;"Senador";4470;14;1;0;15;2944;0;1526;"N";2944;2114;2114;2114;0;0;0;0;0;0;0;0;0;110;720;203;517;0;"19:08:29";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98850";"PORTO ALEGRE DO NORTE";28;6;"Deputado Federal";8265;25;7;0;32;5717;0;2548;"N";5717;5470;5470;5238;232;232;0;0;0;0;0;0;0;139;108;108;0;0;"15:44:18";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90662";"RIBEIRÃO CASCALHEIRA";31;5;"Senador";7293;26;1;0;27;5150;0;2143;"N";5150;3799;3799;3799;0;0;0;0;0;0;0;0;0;179;1172;318;854;0;"19:41:09";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90409";"SÃO PEDRO DA CIPA";14;7;"Deputado Estadual";3620;10;0;0;10;2766;0;854;"N";2766;2642;2641;2498;143;143;0;1;1;0;0;0;0;65;59;59;0;0;"15:44:11";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91197";"NORTELÂNDIA";17;5;"Senador";4774;21;4;0;25;3762;0;1012;"N";3762;2294;2294;2294;0;0;0;0;0;0;0;0;0;223;1245;316;929;0;"20:23:08";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90786";"FELIZ NATAL";36;3;"Governador";6254;22;1;0;23;4590;0;1664;"N";4590;4075;4075;4075;0;0;0;0;0;0;0;0;0;183;332;332;0;0;"18:53:10";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90263";"APIACÁS";50;7;"Deputado Estadual";5707;21;0;0;21;4262;0;1445;"N";4262;4120;4117;3858;259;259;0;0;0;0;3;3;0;100;42;42;0;0;"15:44:12";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90441";"RIBEIRÃOZINHO";9;6;"Deputado Federal";2104;6;0;0;6;1674;0;430;"N";1674;1613;1612;1548;64;64;0;1;1;0;0;0;0;37;24;24;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91634";"TORIXORÉU";9;6;"Deputado Federal";3429;12;19;0;31;2701;0;728;"N";2701;2601;2599;2501;98;98;0;2;2;0;0;0;0;50;50;49;1;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90867";"NOVA LACERDA";61;6;"Deputado Federal";4617;15;0;0;15;3124;0;1493;"N";3124;3008;3008;2907;101;101;0;0;0;0;0;0;0;68;48;48;0;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98957";"TERRA NOVA DO NORTE";33;6;"Deputado Federal";8646;34;13;0;47;6321;0;2325;"N";6321;5938;5937;5696;241;241;0;1;1;0;0;0;0;245;138;138;0;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89893";"ARAPUTANGA";41;5;"Senador";12027;33;6;0;39;8743;0;3284;"N";8743;6476;6476;6476;0;0;0;0;0;0;0;0;0;490;1777;679;1098;0;"20:49:44";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98671";"COCALINHO";30;5;"Senador";4815;16;4;0;20;3231;0;1584;"N";3231;2618;2618;2618;0;0;0;0;0;0;0;0;0;77;536;254;282;0;"19:34:58";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90697";"DIAMANTINO";7;7;"Deputado Estadual";16347;54;21;0;75;12446;0;3901;"N";12446;11693;11679;11134;545;545;0;0;0;0;14;14;0;502;251;244;7;0;"15:43:53";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90107";"SANTA CARMEM";36;7;"Deputado Estadual";3699;12;0;0;12;2881;0;818;"N";2881;2691;2689;2530;159;159;0;0;0;0;2;2;0;113;77;67;10;0;"15:44:05";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89826";"NOVA SANTA HELENA";23;7;"Deputado Estadual";2929;10;1;0;11;2271;0;658;"N";2271;2151;2151;2021;130;130;0;0;0;0;0;0;0;64;56;47;9;0;"15:44:04";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98914";"RESERVA DO CABAÇAL";41;7;"Deputado Estadual";1948;6;5;0;11;1383;0;565;"N";1383;1328;1328;1242;86;86;0;0;0;0;0;0;0;33;22;22;0;0;"15:44:13";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90077";"ALTO GARÇAS";45;6;"Deputado Federal";8253;31;0;0;31;6213;0;2040;"N";6213;5507;5504;5264;240;240;0;3;3;0;0;0;0;390;316;316;0;0;"15:44:04";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98310";"JUÍNA";35;3;"Governador";33368;106;17;0;123;23950;0;9418;"N";23950;20768;20768;20768;0;0;0;0;0;0;0;0;0;1317;1865;1865;0;0;"19:55:15";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89990";"PONTES E LACERDA";25;7;"Deputado Estadual";32160;115;12;0;127;23415;0;8745;"N";23415;21868;21854;20716;1138;1138;0;7;7;0;7;7;0;970;577;553;24;0;"15:44:03";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90387";"NOVA BANDEIRANTES";50;7;"Deputado Estadual";9301;29;0;0;29;6608;0;2693;"N";6608;6224;6221;5837;384;384;0;0;0;0;3;3;0;245;139;137;2;0;"15:44:05";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";1;6;"Deputado Federal";93139;312;16;0;328;78857;0;14282;"N";78857;72388;72367;70240;2127;2127;0;21;21;0;0;0;0;3849;2620;2617;3;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90107";"SANTA CARMEM";36;6;"Deputado Federal";3699;12;0;0;12;2881;0;818;"N";2881;2692;2692;2599;93;93;0;0;0;0;0;0;0;121;68;67;1;0;"15:44:05";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90476";"CÁCERES";6;7;"Deputado Estadual";65852;199;27;0;226;47576;0;18276;"N";47576;45279;45019;42703;2316;2316;0;252;252;0;8;8;0;1462;835;786;49;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90166";"NOVA MARILÂNDIA";17;3;"Governador";2688;9;1;0;10;2046;0;642;"N";2046;1793;1793;1793;0;0;0;0;0;0;0;0;0;91;162;162;0;0;"20:28:14";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98337";"DENISE";13;3;"Governador";5629;17;4;0;21;4512;0;1117;"N";4512;3935;3935;3935;0;0;0;0;0;0;0;0;0;192;385;385;0;0;"20:35:21";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89818";"NOVA BRASILÂNDIA";34;6;"Deputado Federal";3671;11;12;0;23;2785;0;886;"N";2785;2696;2695;2571;124;124;0;1;1;0;0;0;0;47;42;42;0;0;"15:44:15";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91359";"PORTO DOS GAÚCHOS";27;5;"Senador";4001;12;1;0;13;3015;0;986;"N";3015;2305;2305;2305;0;0;0;0;0;0;0;0;0;123;587;175;412;0;"20:00:55";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90549";"CASTANHEIRA";35;3;"Governador";5724;17;10;0;27;4268;0;1456;"N";4268;3708;3708;3708;0;0;0;0;0;0;0;0;0;204;356;356;0;0;"19:59:45";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89796";"COLÍDER";23;5;"Senador";24009;78;12;0;90;18005;0;6004;"N";18005;14180;14180;14180;0;0;0;0;0;0;0;0;0;1149;2676;1264;1412;0;"19:57:51";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";55;3;"Governador";110838;304;9;0;313;91527;0;19311;"N";91527;77884;77884;77884;0;0;0;0;0;0;0;0;0;4760;8883;8883;0;0;"20:26:24";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98930";"SORRISO";43;5;"Senador";67215;182;4;0;186;52180;0;15035;"N";52180;38835;38835;38835;0;0;0;0;0;0;0;0;0;3688;9657;2812;6845;0;"21:37:11";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98710";"MARCELÂNDIA";32;7;"Deputado Estadual";8924;32;4;0;36;6212;0;2712;"N";6212;5775;5737;5338;399;399;0;0;0;0;38;38;0;263;174;135;39;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98876";"PORTO ESPERIDIÃO";18;3;"Governador";7716;25;1;0;26;5599;0;2117;"N";5599;4993;4993;4993;0;0;0;0;0;0;0;0;0;107;499;499;0;0;"19:40:00";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98310";"JUÍNA";35;5;"Senador";33368;106;17;0;123;23950;0;9418;"N";23950;16562;16562;16562;0;0;0;0;0;0;0;0;0;1615;5773;1656;4117;0;"19:55:15";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98957";"TERRA NOVA DO NORTE";33;7;"Deputado Estadual";8646;34;13;0;47;6321;0;2325;"N";6321;5927;5920;5550;370;370;0;0;0;0;7;7;0;215;179;122;57;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90263";"APIACÁS";50;5;"Senador";5707;21;0;0;21;4262;0;1445;"N";4262;2577;2577;2577;0;0;0;0;0;0;0;0;0;130;1555;246;1309;0;"19:20:40";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90603";"LUCAS DO RIO VERDE";21;3;"Governador";49451;139;2;0;141;37124;0;12327;"N";37124;31199;31199;31199;0;0;0;0;0;0;0;0;0;3058;2867;2867;0;0;"21:24:48";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90123";"NOVA MARINGÁ";29;7;"Deputado Estadual";4273;14;0;0;14;3032;0;1241;"N";3032;2883;2874;2728;146;146;0;0;0;0;9;9;0;69;80;57;23;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90689";"TAPURAH";21;7;"Deputado Estadual";9016;26;0;0;26;6630;0;2386;"N";6630;6116;6107;5761;346;346;0;2;2;0;7;7;0;371;143;140;3;0;"15:44:24";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91995";"SÃO JOSÉ DO RIO CLARO";29;6;"Deputado Federal";11556;39;0;0;39;8503;0;3053;"N";8503;7857;7857;7514;343;343;0;0;0;0;0;0;0;402;244;243;1;0;"15:43:53";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90700";"PONTAL DO ARAGUAIA";9;3;"Governador";4942;17;0;0;17;3804;0;1138;"N";3804;3324;3324;3324;0;0;0;0;0;0;0;0;0;165;315;315;0;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91839";"SÃO FÉLIX DO ARAGUAIA";15;5;"Senador";7647;29;6;0;35;5177;0;2470;"N";5177;3805;3805;3805;0;0;0;0;0;0;0;0;0;160;1212;347;865;0;"20:23:05";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90719";"DOM AQUINO";12;7;"Deputado Estadual";6334;21;4;0;25;4850;0;1484;"N";4850;4603;4581;4321;260;260;0;7;7;0;15;15;0;122;125;121;4;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91081";"IPIRANGA DO NORTE";43;6;"Deputado Federal";4839;16;0;0;16;3700;0;1139;"N";3700;3370;3370;3216;154;154;0;0;0;0;0;0;0;232;98;98;0;0;"15:44:15";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89796";"COLÍDER";23;7;"Deputado Estadual";24009;78;12;0;90;18005;0;6004;"N";18005;16751;16741;15827;914;914;0;0;0;0;10;10;0;765;489;459;30;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90409";"SÃO PEDRO DA CIPA";14;6;"Deputado Federal";3620;10;0;0;10;2766;0;854;"N";2766;2621;2620;2522;98;98;0;1;1;0;0;0;0;79;66;66;0;0;"15:44:11";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90913";"ITIQUIRA";10;6;"Deputado Federal";9112;26;0;0;26;6662;0;2450;"N";6662;6078;6077;5739;338;338;0;1;1;0;0;0;0;376;208;208;0;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90239";"ARAGUAINHA";8;6;"Deputado Federal";1041;5;0;0;5;833;0;208;"N";833;791;791;763;28;28;0;0;0;0;0;0;0;13;29;29;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90069";"QUERÊNCIA";53;6;"Deputado Federal";15010;42;1;0;43;10741;0;4269;"N";10741;9916;9914;9560;354;354;0;2;2;0;0;0;0;586;239;238;1;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91553";"SANTO ANTÔNIO DO LEVERGER";38;5;"Senador";16267;53;23;0;76;13147;0;3120;"N";13147;7880;7880;7880;0;0;0;0;0;0;0;0;0;690;4577;925;3652;0;"21:11:30";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98337";"DENISE";13;5;"Senador";5629;17;4;0;21;4512;0;1117;"N";4512;3023;3023;3023;0;0;0;0;0;0;0;0;0;227;1262;339;923;0;"20:35:21";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90441";"RIBEIRÃOZINHO";9;3;"Governador";2104;6;0;0;6;1674;0;430;"N";1674;1513;1513;1513;0;0;0;0;0;0;0;0;0;38;123;123;0;0;"20:20:46";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90760";"CARLINDA";24;7;"Deputado Estadual";7847;27;0;0;27;5836;0;2011;"N";5836;5426;5424;4994;430;430;0;0;0;0;2;2;0;287;123;116;7;0;"15:44:20";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89877";"ALTA FLORESTA";24;5;"Senador";41455;119;24;0;143;30687;0;10768;"N";30687;21906;21906;21906;0;0;0;0;0;0;0;0;0;2182;6599;2317;4282;0;"21:31:32";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90719";"DOM AQUINO";12;3;"Governador";6334;21;4;0;25;4850;0;1484;"N";4850;4166;4166;4166;0;0;0;0;0;0;0;0;0;163;521;521;0;0;"20:26:25";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90964";"NOVA NAZARÉ";30;6;"Deputado Federal";2753;9;0;0;9;1794;0;959;"N";1794;1747;1747;1611;136;136;0;0;0;0;0;0;0;20;27;27;0;0;"15:44:26";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90336";"BARRA DO BUGRES";13;3;"Governador";24062;75;8;0;83;17886;0;6176;"N";17886;15084;15084;15084;0;0;0;0;0;0;0;0;0;999;1803;1803;0;0;"20:36:18";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90026";"SÃO JOSÉ DO POVO";2;5;"Senador";2770;10;1;0;11;2114;0;656;"N";2114;1312;1312;1312;0;0;0;0;0;0;0;0;0;131;671;210;461;0;"19:03:28";"02/10/2022"
